Classifier,Fold,Repeat,train_auc,train_f1_macro,val_auc,val_mcc,val_kappa,val_f1_macro,val_accuracy,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
Gradient Boosting,11,3,0.9904409442749935,0.9420742190474343,0.8753655005211354,0.49416254954103106,0.4928622732986174,0.47957901531514546,0.6685314685314685,0.47476735102038575,"[0.0, 0.42168674698795183, 0.6203389830508474, 0.8052805280528053, 0.5925925925925926]","[0.0, 0.33980582524271846, 0.6879699248120301, 0.8299319727891157, 0.5161290322580645]","[0.0, 0.3763440860215054, 0.6524064171122995, 0.8174204355108877, 0.5517241379310345]","[0.0, 0.33980582524271846, 0.6879699248120301, 0.8299319727891157, 0.5161290322580645]"
Gradient Boosting,12,3,0.9909301057346257,0.9401631578631422,0.8741908358082064,0.5173612875164245,0.5124467548108855,0.4887992024528337,0.676923076923077,0.4745451880445083,"[0.0, 0.53125, 0.6338461538461538, 0.7841726618705036, 0.6666666666666666]","[0.0, 0.2956521739130435, 0.7657992565055762, 0.8014705882352942, 0.5098039215686274]","[0.0, 0.37988826815642457, 0.6936026936026936, 0.7927272727272727, 0.5777777777777777]","[0.0, 0.2956521739130435, 0.7657992565055762, 0.8014705882352942, 0.5098039215686274]"
Gradient Boosting,13,3,0.9896880494649641,0.9313423237094881,0.8674801601957041,0.5126969556935569,0.5103322718119234,0.5066519416858903,0.6754874651810585,0.5011165417617031,"[0.0, 0.5211267605633803, 0.6375838926174496, 0.7666666666666667, 0.6829268292682927]","[0.0, 0.33636363636363636, 0.6810035842293907, 0.8518518518518519, 0.6363636363636364]","[0.0, 0.4088397790055249, 0.658578856152513, 0.8070175438596491, 0.6588235294117647]","[0.0, 0.33636363636363636, 0.6810035842293907, 0.8518518518518519, 0.6363636363636364]"
Gradient Boosting,14,3,0.9902286814628505,0.9423995004502705,0.8660816648124804,0.5652024724259316,0.5637243343113582,0.5607160373346453,0.7124824684431977,0.5368621526340779,"[0.3333333333333333, 0.5308641975308642, 0.6900369003690037, 0.786833855799373, 0.6944444444444444]","[0.14285714285714285, 0.43, 0.7110266159695817, 0.8685121107266436, 0.5319148936170213]","[0.2, 0.47513812154696133, 0.700374531835206, 0.8256578947368421, 0.6024096385542169]","[0.14285714285714285, 0.43, 0.7110266159695817, 0.8685121107266436, 0.5319148936170213]"
Gradient Boosting,15,3,0.9909987437332903,0.9370524374815028,0.8839380312130052,0.5058431202496552,0.5044022498345709,0.4985174404088323,0.6870653685674548,0.48369126468342405,"[0.16666666666666666, 0.45901639344262296, 0.6539923954372624, 0.7718309859154929, 0.5588235294117647]","[0.1, 0.345679012345679, 0.6441947565543071, 0.8535825545171339, 0.475]","[0.125, 0.39436619718309857, 0.6490566037735849, 0.8106508875739645, 0.5135135135135135]","[0.1, 0.345679012345679, 0.6441947565543071, 0.8535825545171339, 0.475]"
Gradient Boosting,16,4,0.9898000039786167,0.9380601942990797,0.8805825652106535,0.5293246410709486,0.5284962735642262,0.5021497755604017,0.694560669456067,0.5036572055711834,"[0.0, 0.4, 0.698961937716263, 0.7766990291262136, 0.6341463414634146]","[0.0, 0.35294117647058826, 0.6801346801346801, 0.851063829787234, 0.6341463414634146]","[0.0, 0.375, 0.689419795221843, 0.8121827411167513, 0.6341463414634146]","[0.0, 0.35294117647058826, 0.6801346801346801, 0.851063829787234, 0.6341463414634146]"
Gradient Boosting,17,4,0.9895942394398481,0.9389791753104454,0.8885225622928804,0.5503456649583509,0.5497513632978597,0.5435590745579257,0.7058823529411765,0.5271489445330948,"[0.3333333333333333, 0.3333333333333333, 0.6811594202898551, 0.8012618296529969, 0.7272727272727273]","[0.15384615384615385, 0.2777777777777778, 0.6988847583643123, 0.8494983277591973, 0.6557377049180327]","[0.21052631578947367, 0.30303030303030304, 0.689908256880734, 0.8246753246753247, 0.6896551724137931]","[0.15384615384615385, 0.2777777777777778, 0.6988847583643123, 0.8494983277591973, 0.6557377049180327]"
Gradient Boosting,18,4,0.9900015016402144,0.9375029889142394,0.878028364061708,0.5210951365803344,0.5178648299612569,0.5037443570951068,0.6845070422535211,0.5001841744268803,"[0.0, 0.5441176470588235, 0.6245847176079734, 0.7940199335548173, 0.6285714285714286]","[0.0, 0.3425925925925926, 0.7315175097276264, 0.8156996587030717, 0.6111111111111112]","[0.0, 0.42045454545454547, 0.6738351254480287, 0.8047138047138047, 0.6197183098591549]","[0.0, 0.3425925925925926, 0.7315175097276264, 0.8156996587030717, 0.6111111111111112]"
Gradient Boosting,19,4,0.990724142963917,0.9395773860840506,0.870745147472786,0.5256483885404474,0.5216433115722068,0.4953940186466214,0.6884561891515995,0.4846025462628555,"[0.0, 0.5571428571428572, 0.6595744680851063, 0.7514970059880239, 0.6333333333333333]","[0.0, 0.36792452830188677, 0.6714801444043321, 0.8964285714285715, 0.48717948717948717]","[0.0, 0.4431818181818182, 0.6654740608228981, 0.8175895765472313, 0.5507246376811594]","[0.0, 0.36792452830188677, 0.6714801444043321, 0.8964285714285715, 0.48717948717948717]"
Gradient Boosting,20,4,0.991325307218905,0.9376183605829235,0.8635133765063607,0.5028991114923512,0.4968422151469284,0.5182161492230976,0.6652777777777777,0.5050778555628241,"[0.2, 0.6153846153846154, 0.5663430420711975, 0.7966101694915254, 0.6060606060606061]","[0.1, 0.34782608695652173, 0.7172131147540983, 0.8047945205479452, 0.5555555555555556]","[0.13333333333333333, 0.4444444444444444, 0.6329113924050633, 0.8006814310051107, 0.5797101449275363]","[0.1, 0.34782608695652173, 0.7172131147540983, 0.8047945205479452, 0.5555555555555556]"
Gradient Boosting,21,5,0.9916832655048406,0.9441846186317843,0.85101463182316,0.5020671293702739,0.5006899799414039,0.5267694263283615,0.6759388038942976,0.4984847695253632,"[0.5, 0.37037037037037035, 0.6472602739726028, 0.7753164556962026, 0.7692307692307693]","[0.11764705882352941, 0.30612244897959184, 0.6774193548387096, 0.8506944444444444, 0.5405405405405406]","[0.19047619047619047, 0.33519553072625696, 0.6619964973730298, 0.8112582781456954, 0.6349206349206349]","[0.11764705882352941, 0.30612244897959184, 0.6774193548387096, 0.8506944444444444, 0.5405405405405406]"
Gradient Boosting,22,5,0.9917678085165356,0.9448892312539755,0.89606541168146,0.5614285119158344,0.5598709936775939,0.5253552619833973,0.7204450625869263,0.5258555326926604,"[0.0, 0.4603174603174603, 0.7224334600760456, 0.7780979827089337, 0.6744186046511628]","[0.0, 0.3972602739726027, 0.6761565836298933, 0.8653846153846154, 0.6904761904761905]","[0.0, 0.4264705882352941, 0.6985294117647058, 0.8194233687405159, 0.6823529411764706]","[0.0, 0.3972602739726027, 0.6761565836298933, 0.8653846153846154, 0.6904761904761905]"
Gradient Boosting,23,5,0.9907613048311047,0.9374451912443144,0.8805462421253155,0.4798022041482339,0.47884124657670235,0.5016588677585168,0.6498599439775911,0.5110069647898333,"[0.0, 0.47959183673469385, 0.6166666666666667, 0.7686567164179104, 0.6190476190476191]","[0.0, 0.376, 0.6583629893238434, 0.7984496124031008, 0.7222222222222222]","[0.0, 0.42152466367713004, 0.6368330464716007, 0.7832699619771863, 0.6666666666666666]","[0.0, 0.376, 0.6583629893238434, 0.7984496124031008, 0.7222222222222222]"
Gradient Boosting,24,5,0.9916070494929047,0.9388731796439009,0.8782176658793219,0.5244376403198578,0.5218419825866397,0.5016910136766728,0.6796657381615598,0.49442526682750493,"[0.0, 0.5373134328358209, 0.6188811188811189, 0.7901639344262295, 0.6538461538461539]","[0.0, 0.3364485981308411, 0.7023809523809523, 0.8368055555555556, 0.5964912280701754]","[0.0, 0.41379310344827586, 0.6579925650557621, 0.8128161888701517, 0.6238532110091743]","[0.0, 0.3364485981308411, 0.7023809523809523, 0.8368055555555556, 0.5964912280701754]"
Gradient Boosting,25,5,0.9899014291165017,0.9362630391029357,0.870989249740631,0.5074865383925159,0.5040821015547217,0.47119982226030926,0.6788732394366197,0.45406526799688807,"[0.0, 0.5384615384615384, 0.6105263157894737, 0.7859327217125383, 0.6153846153846154]","[0.0, 0.330188679245283, 0.6932270916334662, 0.8566666666666667, 0.3902439024390244]","[0.0, 0.4093567251461988, 0.6492537313432836, 0.8197767145135566, 0.47761194029850745]","[0.0, 0.330188679245283, 0.6932270916334662, 0.8566666666666667, 0.3902439024390244]"
